Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature
I'm Around,I'm Around,The Ballroom Thieves,2021-09-03,271854,48,0.777,0.437,0.198,0.0168,0.107,-8.148,0.0308,100.466,4
Harder Way,San Isabel,Jamestown Revival,2019-06-14,197906,48,0.878,0.438,0.273,3.7e-05,0.122,-9.924,0.0288,168.239,4
Palace - Cover,Palace (Cover) / Diane,Cam,2018-04-20,229496,47,0.926,0.403,0.0427,7.52e-05,0.0984,-11.177,0.0366,78.073,3
Mind on Fire,Pendulum,Aisha Badru,2018-04-27,194320,47,0.865,0.345,0.132,0.0144,0.114,-13.633,0.052,208.648,4
Breakers Roar,A Sailor's Guide to Earth,Sturgill Simpson,2016-04-15,212586,47,0.669,0.369,0.31,0.514,0.245,-13.384,0.0309,84.41,4
Dust to Dust,The Civil Wars,The Civil Wars,2013-08-02,229666,47,0.748,0.744,0.273,0.0255,0.11,-14.149,0.0351,138.016,4
What I Am - Recorded at Spotify Studios NYC,Spotify Singles,Iron & Wine,2018-07-02,235579,47,0.668,0.546,0.299,0.108,0.111,-14.999,0.0386,115.465,4
The West Coast Of Clare,The Great Irish Songbook,Dervish,2019-04-12,326160,47,0.963,0.32,0.0948,0.000303,0.0907,-14.814,0.0395,121.581,4
Traveling Alone,Traveling Alone (Bonus Track Version),Tift Merritt,2012-10-02,284960,47,0.85,0.509,0.31,0.000268,0.102,-11.033,0.0404,80.529,4
Nebraska - Acoustic,In the Magic Hour Solo Sessions,Aoife O'Donovan,2019-11-01,228626,47,0.937,0.523,0.108,1.27e-06,0.143,-12.895,0.0357,147.524,4
i leave early,i leave early,Maria Kelly,2019-10-25,193793,47,0.69,0.499,0.245,0.0116,0.119,-13.618,0.0357,86.945,4
Helpless,Helpless,Molly Tuttle,2020-05-08,265387,46,0.32,0.496,0.53,5.16e-06,0.151,-6.027,0.0323,118.049,4
Nostalgia,Nostalgia,Uwade,2019-09-12,229432,46,0.54,0.781,0.285,3.86e-05,0.107,-11.742,0.042,116.954,4
Masterpiece - (solo),Dandelion,Big Thief,2016-09-02,240954,46,0.882,0.571,0.183,0.0,0.116,-8.579,0.0374,130.541,4
Coming Down the Mountain,Coming Down the Mountain,Mipso,2017-04-07,273958,46,0.865,0.584,0.363,0.0859,0.151,-8.402,0.027,140.142,4
YKWIM?,Bipolar,Yot Club,2019-05-31,212750,84,0.937,0.372,0.537,0.873,0.287,-7.623,0.0305,123.735,3
Dandelions - slowed + reverb,Dandelions (slowed + reverb),Ruth B.,2021-08-27,268717,81,0.0444,0.573,0.715,0.0,0.0898,-3.293,0.0256,101.699,3
Close Eyes - Slowed + Reverb,Close Eyes (Slowed + Reverb),DVRST,2021-07-16,143769,77,0.0799,0.748,0.631,0.838,0.104,-10.057,0.051,88.502,4
Only Love Can Hurt Like This - Slowed Down Version,Only Love Can Hurt Like This (Slowed Down Version),Paloma Faith,2022-02-28,257743,76,0.102,0.554,0.854,9.26e-05,0.554,-6.263,0.0567,82.012,4
sex money feelings die - slowed version,sex money feelings die (slowed version),Lykke Li,2019-10-18,168810,74,0.471,0.797,0.44,1.57e-06,0.0849,-6.587,0.0594,111.014,4
Heat Waves - Slowed,Heat Waves (Expansion Pack),Glass Animals,2021-03-21,262248,73,0.649,0.633,0.55,0.000363,0.147,-9.965,0.0924,147.099,4
School Rooftop - Slowed Down Version,School Rooftop (Slowed Down Version),Hisohkah,2021-01-01,193732,69,0.275,0.74,0.255,0.894,0.105,-7.293,0.0534,142.568,4
prolly my spookiest beat (slowed + reverb),prolly my spookiest beat (slowed + reverb),prodby668,2022-03-18,141509,68,0.016,0.733,0.642,0.623,0.109,-11.022,0.0435,124.5,4
Swing Lynn - Slowed Version,Swing Lynn (Slowed Version),Harmless,2020-05-27,448000,65,0.0894,0.614,0.858,0.716,0.16,-2.678,0.0305,116.781,4
Black Out Days - Future Islands Remix (Slowed),Black Out Days [Future Islands Remix (Slowed)],Phantogram,2021-09-10,214394,65,0.000748,0.535,0.402,0.734,0.0812,-10.884,0.031,142.847,4
Limbo - Ghost Slowed,Freddie's Inferno - Ghost Slowed,Freddie Dredd,2022-12-16,183750,64,0.0367,0.963,0.452,0.204,0.0985,-14.666,0.0904,127.286,4
No Idea - Dj Purpberry Chopped and Screwed,No Idea (DJ Purpberry Chopped and Screwed),Don Toliver,2019-05-28,195573,64,0.596,0.682,0.443,0.00539,0.266,-10.787,0.0554,99.891,4
SNAP - Low and Slow,SNAP PACK,Rosa Linn,2022-09-30,203491,64,0.241,0.623,0.547,3.19e-05,0.15,-9.345,0.0499,149.973,4
I'm God,Instrumental Relics,Clams Casino,2020-04-24,277710,64,0.0711,0.529,0.641,0.76,0.102,-6.78,0.0336,141.927,4
Renegade - (Slowed + Reverb),The Arrival: Part I (Slowed + Reverb),Aaryan Shah,2019-06-14,279250,64,0.457,0.5,0.429,0.408,0.364,-12.754,0.0396,82.496,4
vendetta! - Slowed + Reverb,vendetta! (Slowed + Reverb),MUPP,2022-06-10,117399,64,0.217,0.697,0.91,0.000868,0.127,-4.124,0.163,113.058,4
Mary On A Cross - slowed + reverb,Mary On A Cross (slowed + reverb),Ghost,2022-08-26,274783,63,9.42e-05,0.468,0.838,0.196,0.0896,-5.756,0.0433,115.812,4
help_urself - slowed,help_urself (Alternates),Ezekiel,2021-09-10,151431,63,0.0029,0.302,0.767,0.00221,0.134,-7.128,0.074,150.89,4
All Night - Slowed N Reverb,Married In Vegas (Matoma Remix),The Vamps,2020-08-21,244797,63,0.00527,0.607,0.678,0.0,0.332,-7.045,0.0335,115.968,4
Killshot - Slowed + Reverb,Killshot (Slowed + Reverb),Magdalena Bay,2021-02-05,278074,61,0.00114,0.624,0.6,0.00134,0.0676,-7.8,0.0383,84.122,4
Frozen (feat. 070 Shake),Frozen (feat. 070 Shake),Madonna,2022-03-31,139636,61,0.0352,0.68,0.638,0.0,0.137,-6.324,0.0366,110.004,4
go - Lower & Slower,Go (Remixes),Cat Burns,2022-03-25,224000,60,0.9,0.514,0.313,0.0,0.119,-10.306,0.0558,112.544,5
Angel Baby - Slowed,Angel Baby (Slowed),Troye Sivan,2022-05-06,262623,60,0.0865,0.597,0.498,0.0,0.119,-9.169,0.0304,121.755,4
Meh (Banakula) - Slowed,Banakula @ Meh (Original),LLusion,2022-09-22,106867,59,0.496,0.722,0.392,0.939,0.113,-13.57,0.0418,189.397,5
AVOID ME - Slowed + Reverb,AVOID ME (Slowed + Reverb),KUTE,2022-05-20,127547,57,0.00288,0.6,0.948,0.808,0.885,-2.646,0.0881,94.55,4
Bananza (Belly Dancer) - Slowed,Bananza (Belly Dancer) [Remixes],Akon,2022-01-27,153264,56,0.00768,0.757,0.688,0.0,0.124,-6.88,0.158,176.142,4
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) - Slowed + Reverb,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) [Slowed + Reverb],Amaarae,2021-09-16,138646,56,0.343,0.774,0.579,0.0,0.131,-6.2,0.0699,92.399,4
Limbo - ChopNotSlop Remix,Freddie's Inferno - The Slow Descent,Freddie Dredd,2022-12-09,187810,55,0.0253,0.982,0.561,0.00763,0.0952,-7.499,0.344,117.552,4
Unstoppable - Slowed & Reverb,Unstoppable (The Remixes),Sia,2022-10-28,252750,55,0.14,0.523,0.787,0.00104,0.168,-5.358,0.0629,149.769,4
Where's My Love - Slowed,Where's My Love (Slowed),SYML,2022-11-11,289536,54,0.935,0.138,0.133,0.0904,0.0811,-15.375,0.0357,177.596,4
Dream Girl - Slowed + Reverb,Dream Girl (Slowed + Reverb),Crisaunt,2021-01-08,191000,54,0.425,0.922,0.257,0.177,0.117,-17.462,0.035,111.988,4
Vision - Slowed,Vision (Slowed),Hucci,2019-12-18,299572,54,0.0219,0.676,0.32,0.127,0.0849,-13.842,0.0354,105.793,4
Happier - Slowed + Reverb,Happier (Slowed + Reverb),Marshmello,2022-07-18,240531,53,0.179,0.57,0.778,1.36e-06,0.227,-4.723,0.0384,89.116,4
If By Chance - slowed + reverb,If By Chance (slowed + reverb),Ruth B.,2022-01-14,384770,53,0.81,0.204,0.166,2.87e-06,0.129,-14.502,0.0324,92.762,4
Love Me Back (Fayahh Beat) - Slowed + Reverb,Love Me Back (Fayahh Beat) [Slowed + Reverb],Trinidad Cardona,2022-07-15,182166,53,0.0502,0.475,0.49,0.000946,0.106,-7.872,0.0439,119.468,1
fools (can't help falling in love) (slowed down & reverb),fools (can't help falling in love) (slowed down & reverb),Foster,2021-03-24,197857,53,0.64,0.591,0.805,0.0,0.143,-5.235,0.271,136.629,4
Dead and Cold - slowed + reverb,ikigai,SadBoyProlific,2022-10-28,105600,51,0.882,0.665,0.417,1.54e-06,0.112,-17.467,0.673,83.854,5
Wrap Me In Plastic - Slowed Down Version,Wrap Me In Plastic,CHROMANCE,2020-10-30,147577,50,0.225,0.94,0.616,0.0,0.13,-3.153,0.0936,131.294,4
Always Be My Baby - Austin Millz Remix,Always Be My Baby (Austin Millz Remix),Mariah Carey,2022-01-01,120779,50,0.139,0.755,0.779,0.0,0.87,-2.123,0.393,77.003,4
Losing It - Slowed and Reverb,Please Don’t Kill My Vibes,ZRobb,2022-02-04,208793,50,0.914,0.444,0.236,0.494,0.271,-12.968,0.172,80.795,4
dirty laundry - slowed,dirty laundry (slowed),blackbear,2020-12-20,167369,50,0.0775,0.788,0.664,2.8e-06,0.252,-6.633,0.0427,96.024,4
17 - Slowed + reverb,17 (Slowed + reverb),Shiloh Dynasty,2017-10-20,209493,50,0.373,0.78,0.24,0.0141,0.452,-12.996,0.0711,140.502,4
Faster (Slowed & Reverb),Faster (Slowed & Reverb),A.Oonthebeat,2021-01-24,199817,50,0.0209,0.535,0.576,0.748,0.433,-13.001,0.217,107.174,4
Ease Off - Slowed & Reverbed,Ease Off (Slowed & Reverbed),YNG Martyr,2021-04-09,161750,49,0.0762,0.744,0.416,0.0,0.115,-14.341,0.086,120.24,4
Possibility - Slowed Down,Possibility,Lykke Li,2022-12-02,383050,48,0.66,0.244,0.351,0.000458,0.107,-11.335,0.0322,138.073,3
Bad Habits (Slowed + Reverb),Villains (Slowed + Reverb),Solstice,2020-05-01,187559,48,0.00805,0.618,0.546,0.000875,0.312,-12.558,0.123,144.367,4
Use Me (Slowed + Reverb),Use Me (Slowed + Reverb),PLAZA,2021-11-26,279750,47,0.117,0.557,0.41,0.000524,0.0932,-10.259,0.0295,97.921,4
Us and Them,Us and Them,Brothel,2022-07-15,166956,47,0.187,0.541,0.666,0.0985,0.22,-6.618,0.0552,115.078,3
empire state of mind - slowed + reverb,empire state of mind - slowed + reverb,omgkirby,2022-04-15,100465,47,0.844,0.744,0.311,0.701,0.108,-13.102,0.0555,172.054,4
I Don't Trust Nobody - Slowed and Reverb,My Head In The Sky,ZRobb,2022-05-20,95108,47,0.919,0.483,0.24,0.726,0.155,-18.583,0.0883,95.164,3
As It Was,Harry's House,Harry Styles,2022-05-20,167303,93,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,4
That's What I Like,24K Magic,Bruno Mars,2016-11-17,206693,85,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,4
I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,2022-05-13,148485,95,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,4
Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,85,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,4
Closer,Closer,The Chainsmokers,2016-07-29,244960,85,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,78,0.407,0.53,0.422,0.0,0.107,-6.262,0.0342,119.964,4
Dark Horse,PRISM,Katy Perry,2013-01-01,215672,81,0.00314,0.647,0.585,0.0,0.165,-6.123,0.0512,131.934,4
Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,78,0.167,0.73,0.729,1.39e-06,0.349,-3.434,0.0884,113.011,4
Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,82,0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,4
Counting Stars,Native,OneRepublic,2013-01-01,257266,85,0.0654,0.664,0.705,0.0,0.118,-4.972,0.0382,122.016,4
Heart Attack,Demi,Demi Lovato,2013-01-01,210840,79,0.0738,0.504,0.785,0.0,0.239,-4.802,0.104,173.968,4
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,87,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4
Roar,PRISM,Katy Perry,2013-01-01,223546,79,0.00492,0.671,0.771,7.28e-06,0.354,-4.821,0.0316,90.003,4
Side To Side,Dangerous Woman,Ariana Grande,2016-04-01,226160,77,0.0513,0.65,0.736,0.0,0.235,-5.84,0.229,159.174,4
Starving,Starving,Hailee Steinfeld,2016-07-22,181880,75,0.378,0.728,0.616,0.0,0.105,-4.238,0.0645,99.962,4
Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,85,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,4
Love Again,Future Nostalgia,Dua Lipa,2020-03-27,258004,76,0.00173,0.659,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4
Swish Swish,Witness (Deluxe),Katy Perry,2017-06-09,242520,67,0.0184,0.838,0.705,1.82e-05,0.102,-5.201,0.0449,119.953,4
Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,192120,80,0.109,0.73,0.703,0.0,0.0657,-5.672,0.0369,138.113,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,77,0.0337,0.664,0.708,0.0,0.0841,-4.154,0.0474,103.07,4
no tears left to cry,Sweetener,Ariana Grande,2018-08-17,205920,79,0.04,0.699,0.713,3.11e-06,0.294,-5.507,0.0594,121.993,4
Maps,V,Maroon 5,2014-09-02,189960,84,0.0205,0.742,0.713,0.0,0.059,-5.522,0.0303,120.032,4
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,165506,76,0.0319,0.722,0.588,0.0,0.183,-5.932,0.0544,134.01,4
Teenage Dream,Teenage Dream,Katy Perry,2010-01-01,227741,73,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,4
Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,81,0.0197,0.399,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5
Mercy,Illuminate (Deluxe),Shawn Mendes,2017-04-20,208733,82,0.125,0.555,0.662,0.0,0.111,-4.952,0.0827,148.128,4
Rockabye (feat. Sean Paul & Anne-Marie),What Is Love? (Deluxe Edition),Clean Bandit,2018-11-30,251173,73,0.383,0.717,0.73,0.0,0.398,-4.729,0.0568,102.002,4
Cool for the Summer,Confident,Demi Lovato,2015-01-01,214739,80,0.00425,0.583,0.61,0.000105,0.14,-5.639,0.0382,114.06,4
Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,P!nk,2012-09-18,242733,81,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,4
Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,231173,85,0.0188,0.743,0.752,0.0,0.287,-4.813,0.0414,110.015,4
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2017-02-16,220780,77,0.119,0.64,0.533,0.0,0.0864,-6.596,0.0706,99.968,4
Levitating,Future Nostalgia,Dua Lipa,2020-03-27,203807,84,0.0561,0.695,0.884,0.0,0.213,-2.278,0.0753,103.014,4
Unconditionally,PRISM,Katy Perry,2013-01-01,228878,80,0.00273,0.432,0.725,0.0,0.208,-4.862,0.0431,128.902,4
In My Blood,Shawn Mendes,Shawn Mendes,2018-05-25,211360,75,0.0573,0.622,0.712,0.0,0.13,-7.321,0.066,140.025,4
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,89,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,4
The Middle,The Middle,Zedd,2018-01-23,184732,81,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,107.01,4
Weapons,Weapons,Ava Max,2022-11-10,151592,77,0.0189,0.506,0.846,0.0,0.0835,-3.705,0.0497,169.813,4
FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,80,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,95.079,4
How Long,Voicenotes,Charlie Puth,2018-05-11,200853,73,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4
This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,222160,82,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,4
Black Magic,Get Weird (Expanded Edition),Little Mix,2015-11-06,211786,75,0.0343,0.776,0.875,0.0,0.314,-5.535,0.0575,111.988,4
Domino,Who You Are (Platinum Edition),Jessie J,2011-01-01,231840,74,0.0117,0.758,0.557,0.0,0.0418,-4.568,0.034,126.986,4
Chained To The Rhythm,Witness (Deluxe),Katy Perry,2017-06-09,237733,70,0.0814,0.562,0.8,0.0,0.199,-5.404,0.112,95.029,4
Wolves,Wolves,Selena Gomez,2017-10-25,197993,80,0.124,0.724,0.804,0.0,0.204,-4.614,0.0448,124.987,4
Want to Want Me,Everything Is 4,Jason Derulo,2015-05-29,207719,75,0.00906,0.775,0.68,0.0,0.109,-5.508,0.0629,114.025,4
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,174760,79,0.0697,0.614,0.934,0.0,0.121,-3.709,0.07,116.001,4
The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,2016-10-21,210226,69,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
Prisoner (feat. Dua Lipa),Plastic Hearts,Miley Cyrus,2020-11-27,169333,80,0.0103,0.781,0.67,0.0,0.0761,-3.912,0.0452,127.99,4
Merry Christmas Everyone,Merry Christmas Everyone,Shakin' Stevens,1991-11-25,220160,90,0.129,0.534,0.904,0.0,0.128,-3.315,0.0369,202.899,4
Thunderstruck,The Razors Edge,AC/DC,1990-09-24,292880,84,0.000147,0.502,0.89,0.0117,0.217,-5.175,0.0364,133.52,4
O Holy Night,Merry Christmas,Mariah Carey,1994-10-28,266933,81,0.367,0.368,0.505,6.63e-06,0.154,-7.208,0.0285,173.977,3
Wannabe,Spice,Spice Girls,1996-01-01,173026,81,0.101,0.768,0.864,0.0,0.162,-6.145,0.0324,110.008,4
Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,229826,81,0.145,0.901,0.697,0.0,0.287,-3.439,0.28,93.941,4
Otherside,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,255373,81,0.00316,0.458,0.795,0.000202,0.0756,-3.265,0.0574,123.229,4
Nothing Else Matters,Metallica,Metallica,1991-08-12,388266,81,0.0458,0.553,0.362,6.01e-06,0.075,-11.218,0.0263,142.352,3
Knockin' On Heaven's Door,Use Your Illusion II,Guns N' Roses,1991-09-18,336000,80,0.0211,0.496,0.739,0.00444,0.106,-7.193,0.0415,132.41,4
Please Come Home for Christmas - 2013 Remaster,Please Come Home for Christmas / Funky New Year (2013 Remaster),Eagles,1994,177440,87,0.599,0.612,0.289,0.00266,0.0561,-11.568,0.0421,183.18,3
The Kids Aren't Alright,Americana,The Offspring,1998-11-16,180160,82,0.00704,0.523,0.943,3.81e-05,0.0579,-4.203,0.0337,99.607,4
Losing My Religion,Out Of Time (25th Anniversary Edition),R.E.M.,1991-03-12,268426,84,0.179,0.666,0.855,1.2e-06,0.0987,-5.051,0.0295,125.639,4
Believe,Believe,Cher,1998,239026,78,0.0082,0.652,0.917,0.0,0.0509,-6.72,0.0548,132.975,4
Chop Suey!,Toxicity,System Of A Down,2001-09-04,210240,84,0.000278,0.417,0.934,0.0015,0.132,-3.908,0.119,127.066,4
Enter Sandman,Metallica,Metallica,1991-08-12,331266,82,0.00213,0.577,0.828,0.0114,0.0581,-8.691,0.0298,123.257,4
Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,264306,82,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.0459,84.581,4
Linger,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,1993-03-01,274706,76,0.0783,0.439,0.434,4.87e-05,0.14,-14.918,0.0265,94.845,4
Iris,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,289533,84,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,3
Oye Mi Amor,¿Dónde Jugarán Los Niños?,Maná,1992,263306,77,0.0102,0.543,0.903,0.00585,0.0862,-6.658,0.039,162.241,4
Barbie Girl,Aquarium (Special Edition),Aqua,1997-01-01,197960,76,0.0167,0.812,0.879,0.224,0.366,-10.998,0.0397,129.991,4
Toxicity,Toxicity,System Of A Down,2001-09-04,218933,82,0.000264,0.413,0.873,0.00249,0.204,-4.151,0.0536,116.68,3
Dreams,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,1993-03-01,271560,75,0.00313,0.551,0.643,0.00385,0.421,-13.091,0.0353,128.661,4
1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,266200,77,0.0163,0.767,0.787,0.583,0.0513,-9.897,0.0331,126.879,4
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,257399,75,0.0128,0.845,0.884,2.1e-06,0.203,-4.506,0.0759,104.536,4
Alive,Ten,Pearl Jam,1991-08-27,340907,76,0.00752,0.284,0.875,0.000461,0.402,-6.069,0.0422,75.009,4
Bitter Sweet Symphony,Urban Hymns (Remastered 2016),The Verve,1997-09-29,357266,80,0.0335,0.356,0.917,0.0,0.406,-6.006,0.0479,171.176,4
Walk,Vulgar Display of Power,Pantera,1992-02-21,315120,75,0.000155,0.43,0.704,0.00221,0.0933,-8.008,0.0804,118.242,4
Mambo No. 5 (a Little Bit of...),A Little Bit of Mambo,Lou Bega,1999-07-19,220293,78,0.103,0.622,0.807,0.0,0.306,-6.752,0.408,174.06,4
Por Debajo De La Mesa,Romances,Luis Miguel,1997-08-12,184080,74,0.217,0.401,0.499,0.0,0.149,-7.643,0.0272,144.276,4
Why Don't You Get A Job,Americana,The Offspring,1998-11-16,172466,74,0.0674,0.766,0.882,2.3e-06,0.281,-4.478,0.0719,107.932,4
Tatuajes,Joan Sebastian Con Mariachi,Joan Sebastian,1996-02-09,211255,75,0.741,0.8,0.464,1.54e-06,0.131,-7.432,0.0323,100.718,4
Ordinary World,Duran Duran,Duran Duran,1993-02-15,340200,74,0.0131,0.472,0.652,1.12e-05,0.14,-10.171,0.0305,140.124,4
More Than Words,Extreme II - Pornograffitti,Extreme,1990-01-01,334106,76,0.467,0.626,0.134,0.0,0.113,-14.898,0.0298,91.893,4
Livin' la Vida Loca,Ricky Martin,Ricky Martin,1999,243160,75,0.00414,0.425,0.954,0.0,0.0555,-3.756,0.0476,178.043,4
The Man Who Sold The World,MTV Unplugged In New York,Nirvana,1994-11-01,261093,77,0.425,0.483,0.753,0.000142,0.257,-8.937,0.0832,115.102,4
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,1998-01-01,300773,75,0.17,0.621,0.901,0.0,0.0875,-5.396,0.0302,113.967,4
Carol of the Bells,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],John Williams,1990,85266,85,0.994,0.418,0.106,0.0292,0.179,-22.507,0.0448,46.718,4
Christmas (Baby Please Come Home),Merry Christmas,Mariah Carey,1994-10-28,153240,88,0.022,0.561,0.782,0.0,0.109,-7.444,0.0317,127.148,4
Lemon Tree,Dish of the Day,Fools Garden,1995-01-01,191026,76,0.644,0.663,0.477,0.0,0.122,-8.839,0.0414,143.173,4
Dragula,Hellbilly Deluxe,Rob Zombie,1998-01-01,222826,76,8.74e-05,0.591,0.963,0.000107,0.0781,-6.489,0.0531,125.03,4
Clavado En Un Bar,Sueños Líquidos,Maná,1997-10-10,310813,76,0.00737,0.634,0.854,2.49e-06,0.0664,-3.444,0.0369,148.003,4
L'Amour Toujours,L'Amour Toujours,Gigi D'Agostino,2001-05-23,242053,76,0.0771,0.638,0.877,0.0221,0.364,-4.449,0.0302,139.052,4
You're Still The One,Come On Over,Shania Twain,1997-11-04,212200,78,0.363,0.585,0.494,0.0,0.0886,-8.751,0.0353,133.822,4
Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,85,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4
Best Friend - Remix,Best Friend (Remix),50 Cent,2006-01-01,254493,59,0.368,0.545,0.64,0.0,0.111,-3.529,0.308,181.733,4
Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,276920,83,0.0295,0.491,0.956,0.0,0.46,-1.538,0.392,173.585,4
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,242373,86,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,4
My Only Wish (This Year),My Only Wish (This Year),Britney Spears,2000-11-14,255400,88,0.169,0.669,0.843,0.0,0.195,-3.766,0.0268,147.08,4
Bring Me To Life,Fallen,Evanescence,2003-03-04,235893,82,0.00721,0.331,0.943,2.06e-06,0.242,-3.188,0.0698,94.612,4
Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,203346,82,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,4
Just Dance,The Fame,Lady Gaga,2008-01-01,241933,82,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,4
I Wonder,Graduation,Kanye West,2007-09-11,243440,82,0.141,0.542,0.466,0.000445,0.125,-8.665,0.0831,191.385,4
Say It Right,Loose,Nelly Furtado,2006-01-01,223080,80,0.0476,0.872,0.872,0.00112,0.0543,-6.328,0.139,116.948,4
The Way I Are,Shock Value,Timbaland,2007-01-01,179120,82,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,4
This Love,Songs About Jane: 10th Anniversary Edition,Maroon 5,2002,206200,80,0.0525,0.712,0.862,0.0,0.093,-4.612,0.0378,95.051,4
The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,85,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4
In the End,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,216880,86,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,105.143,4
Alors on danse - Radio Edit,Cheese,Stromae,2010-01-01,206066,80,0.0994,0.791,0.59,0.00203,0.065,-9.206,0.0793,119.951,4
Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,232533,79,0.872,0.656,0.291,0.0,0.114,-10.572,0.0293,103.971,4
Snow (Hey Oh),Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,334666,80,0.116,0.427,0.9,1.75e-05,0.119,-3.674,0.0499,104.655,4
Ella Me Levanto,El Cartel: The Big Boss,Daddy Yankee,2007-06-05,209493,79,0.0715,0.76,0.9,0.0,0.221,-4.782,0.0668,100.046,4
Seven Nation Army,Elephant,The White Stripes,2003-04-01,232106,85,0.0039,0.743,0.446,0.118,0.337,-7.807,0.0683,123.596,4
